thr,flagged,tp,fp,tn,fn,precision,recall,f1,missed,mae_onset,mae_recovery,skill_onset,skill_recovery,taskB,penalty_total,penalty_share_of_onset_err,mean3,score_20_80,score_30_70,score_40_60,score_50_50,score_60_40,score_70_30,score_80_20
0.62,0.17266666666666666,489,29,1921,561,0.944015444015444,0.4657142857142857,0.6237244897959183,561,16.312731703926442,17.34318832970215,0.0,0.0,0.0,16830.0,0.9825804604334528,0.20790816326530612,0.12474489795918367,0.1871173469387755,0.24948979591836734,0.31186224489795916,0.374234693877551,0.4366071428571428,0.4989795918367347
0.63,0.17233333333333334,488,29,1921,562,0.9439071566731141,0.46476190476190476,0.6228462029355456,562,16.34096049558368,17.368304402561186,0.0,0.0,0.0,16860.0,0.9826315204349508,0.2076154009785152,0.12456924058710912,0.18685386088066366,0.24913848117421825,0.3114231014677728,0.3737077217613273,0.4359923420548819,0.4982769623484365
0.64,0.17133333333333334,485,29,1921,565,0.943579766536965,0.46190476190476193,0.6202046035805627,565,16.423898058959388,17.445410045355846,0.0,0.0,0.0,16950.0,0.9828882939303842,0.20673486786018758,0.12404092071611256,0.1860613810741688,0.24808184143222511,0.31010230179028136,0.3721227621483376,0.43414322250639387,0.49616368286445023
0.65,0.171,484,29,1921,566,0.9434697855750487,0.46095238095238095,0.6193218170185539,566,16.45220222299403,17.471608169558895,0.0,0.0,0.0,16980.0,0.9829339776061686,0.2064406056728513,0.12386436340371079,0.18579654510556617,0.24772872680742158,0.30966090850927697,0.37159309021113235,0.43352527191298773,0.49545745361484317
0.66,0.17066666666666666,483,29,1921,567,0.943359375,0.46,0.618437900128041,567,16.48018422574522,17.499403514205657,0.0,0.0,0.0,17010.0,0.9829987200441896,0.206145966709347,0.1236875800256082,0.1855313700384123,0.2473751600512164,0.3092189500640205,0.3710627400768246,0.4329065300896287,0.4947503201024328
0.67,0.16966666666666666,481,28,1922,569,0.9449901768172888,0.4580952380952381,0.6170622193713919,569,16.53321015348463,17.548177145788706,0.0,0.0,0.0,17070.0,0.9833022568648841,0.20568740645713066,0.1234124438742784,0.1851186658114176,0.2468248877485568,0.30853110968569597,0.3702373316228352,0.4319435535599743,0.4936497754971136
0.68,0.169,481,26,1924,569,0.9487179487179487,0.4580952380952381,0.6178548490687219,569,16.53321015348463,17.548177145788706,0.0,0.0,0.0,17070.0,0.9833022568648841,0.20595161635624062,0.12357096981374438,0.18535645472061657,0.24714193962748876,0.30892742453436095,0.37071290944123314,0.43249839434810533,0.4942838792549775
0.69,0.169,481,26,1924,569,0.9487179487179487,0.4580952380952381,0.6178548490687219,569,16.53321015348463,17.548177145788706,0.0,0.0,0.0,17070.0,0.9833022568648841,0.20595161635624062,0.12357096981374438,0.18535645472061657,0.24714193962748876,0.30892742453436095,0.37071290944123314,0.43249839434810533,0.4942838792549775
0.7,0.168,479,25,1925,571,0.9503968253968254,0.4561904761904762,0.6164736164736164,571,16.588766686147263,17.60237833181035,0.0,0.0,0.0,17130.0,0.9834538047912414,0.20549120549120548,0.1232947232947233,0.18494208494208492,0.2465894465894466,0.3082368082368082,0.36988416988416983,0.43153153153153145,0.4931788931788932
0.71,0.168,479,25,1925,571,0.9503968253968254,0.4561904761904762,0.6164736164736164,571,16.588766686147263,17.60237833181035,0.0,0.0,0.0,17130.0,0.9834538047912414,0.20549120549120548,0.1232947232947233,0.18494208494208492,0.2465894465894466,0.3082368082368082,0.36988416988416983,0.43153153153153145,0.4931788931788932
0.72,0.167,478,23,1927,572,0.9540918163672655,0.4552380952380952,0.6163765312701484,572,16.616760214131354,17.630232216916806,0.0,0.0,0.0,17160.0,0.9835164576160113,0.2054588437567161,0.12327530625402967,0.1849129593810445,0.24655061250805935,0.3081882656350742,0.369825918762089,0.43146357188910384,0.4931012250161187
0.73,0.16566666666666666,475,22,1928,575,0.9557344064386318,0.4523809523809524,0.6140917905623788,575,16.701950677545483,17.70610092641172,0.0,0.0,0.0,17250.0,0.9836318970010139,0.20469726352079295,0.12281835811247577,0.18422753716871365,0.24563671622495153,0.3070458952811894,0.3684550743374273,0.4298642533936652,0.49127343244990307
0.74,0.16433333333333333,471,22,1928,579,0.9553752535496958,0.44857142857142857,0.61049902786779,579,16.81104990021351,17.806647510007135,0.0,0.0,0.0,17370.0,0.9840466384343453,0.20349967595593,0.122099805573558,0.18314970836033698,0.244199611147116,0.305249513933895,0.36629941672067395,0.427349319507453,0.488399222294232
0.75,0.16333333333333333,468,22,1928,582,0.9551020408163265,0.44571428571428573,0.6077922077922079,582,16.89485996901569,17.8874465237538,0.0,0.0,0.0,17460.0,0.9842384878636093,0.20259740259740264,0.12155844155844159,0.18233766233766235,0.24311688311688318,0.30389610389610394,0.3646753246753247,0.4254545454545455,0.48623376623376635
0.76,0.163,467,22,1928,583,0.9550102249488752,0.44476190476190475,0.6068875893437297,583,16.922706561388942,17.9136021830651,0.0,0.0,0.0,17490.0,0.9843072558587054,0.20229586311457656,0.12137751786874594,0.1820662768031189,0.24275503573749188,0.30344379467186483,0.3641325536062378,0.42482131254061073,0.48551007147498376
0.77,0.16133333333333333,465,19,1931,585,0.9607438016528925,0.44285714285714284,0.6062581486310299,585,16.97903292595423,17.963679891899652,0.0,0.0,0.0,17550.0,0.9844074033648981,0.20208604954367662,0.12125162972620598,0.18187744458930896,0.24250325945241197,0.30312907431551495,0.3637548891786179,0.4243807040417209,0.48500651890482394
0.78,0.16,462,18,1932,588,0.9625,0.44,0.6039215686274509,588,17.0610551923471,18.04406851558495,0.0,0.0,0.0,17640.0,0.9846987663187328,0.20130718954248364,0.1207843137254902,0.18117647058823527,0.2415686274509804,0.30196078431372547,0.36235294117647054,0.4227450980392156,0.4831372549019608
0.79,0.159,459,18,1932,591,0.9622641509433962,0.43714285714285717,0.6011787819253438,591,17.144457019773867,18.119651503600902,0.0,0.0,0.0,17730.0,0.9849080823171503,0.20039292730844793,0.12023575638506877,0.18035363457760314,0.24047151277013754,0.3005893909626719,0.3607072691552063,0.4208251473477406,0.48094302554027507
