thr,flagged,tp,fp,tn,fn,precision,recall,f1,missed,mae_onset,mae_recovery,skill_onset,skill_recovery,taskB,penalty_total,penalty_share_of_onset_err,mean3,score_20_80,score_30_70,score_40_60,score_50_50,score_60_40,score_70_30,score_80_20
0.8,0.15733333333333333,454,18,1932,596,0.961864406779661,0.43238095238095237,0.5965834428383705,596,17.284446239474985,18.24377117524137,0.0,0.0,0.0,17880.0,0.9851962390140581,0.19886114761279017,0.1193166885676741,0.17897503285151115,0.2386333771353482,0.29829172141918525,0.3579500657030223,0.41760840998685933,0.4772667542706964
0.81,0.15566666666666668,450,17,1933,600,0.9635974304068522,0.42857142857142855,0.5932762030323006,600,17.393706450260773,18.348414604066242,0.0,0.0,0.0,18000.0,0.9855781567821119,0.19775873434410018,0.11865524060646011,0.17798286090969015,0.23731048121292023,0.2966381015161503,0.3559657218193803,0.4152933421226104,0.47462096242584045
0.82,0.15433333333333332,447,16,1934,603,0.9654427645788337,0.4257142857142857,0.5908790482485129,603,17.47741128031881,18.42188939111523,0.0,0.0,0.0,18090.0,0.9857622019785275,0.1969596827495043,0.11817580964970259,0.17726371447455386,0.23635161929940518,0.29543952412425645,0.3545274289491077,0.413615333773959,0.47270323859881036
0.83,0.15333333333333332,444,16,1934,606,0.9652173913043478,0.4228571428571429,0.5880794701986756,606,17.56214177008477,18.492432507217384,0.0,0.0,0.0,18180.0,0.9858869117990351,0.1960264900662252,0.11761589403973512,0.17642384105960265,0.23523178807947023,0.2940397350993378,0.3528476821192053,0.4116556291390729,0.47046357615894047
0.84,0.15133333333333332,440,14,1936,610,0.9691629955947136,0.41904761904761906,0.5851063829787233,610,17.674527347787162,18.600279982471754,0.0,0.0,0.0,18300.0,0.9860841586099598,0.19503546099290778,0.11702127659574467,0.175531914893617,0.23404255319148934,0.29255319148936165,0.351063829787234,0.4095744680851063,0.4680851063829787
0.85,0.14966666666666667,436,13,1937,614,0.9710467706013363,0.41523809523809524,0.5817211474316211,614,17.78513051669547,18.70898827322744,0.0,0.0,0.0,18420.0,0.98637775676648,0.1939070491438737,0.11634422948632422,0.1745163442294863,0.23268845897264845,0.29086057371581053,0.3490326884589726,0.4072048032021347,0.4653769179452969
0.86,0.14833333333333334,434,11,1939,616,0.9752808988764045,0.41333333333333333,0.5806020066889632,616,17.840972043276132,18.76050052329037,0.0,0.0,0.0,18480.0,0.9864933344051201,0.19353400222965442,0.11612040133779265,0.17418060200668897,0.2322408026755853,0.2903010033444816,0.34836120401337795,0.4064214046822742,0.4644816053511706
0.87,0.14533333333333334,426,10,1940,624,0.9770642201834863,0.4057142857142857,0.5733512786002691,624,18.065612501092797,18.96409023805041,0.0,0.0,0.0,18720.0,0.9868788798327747,0.19111709286675638,0.11467025572005383,0.17200538358008075,0.22934051144010767,0.28667563930013457,0.3440107671601615,0.40134589502018836,0.45868102288021534
0.88,0.14266666666666666,418,10,1940,632,0.9766355140186916,0.3980952380952381,0.5656292286874154,632,18.287552054968216,19.183334494455867,0.0,0.0,0.0,18960.0,0.9874007632550927,0.18854307622913846,0.11312584573748308,0.16968876860622462,0.22625169147496615,0.2828146143437077,0.33937753721244923,0.39594046008119077,0.4525033829499323
0.89,0.141,414,9,1941,636,0.9787234042553191,0.3942857142857143,0.5621181262729125,636,18.398525754474413,19.290612335062388,0.0,0.0,0.0,19080.0,0.9876567728264526,0.18737270875763748,0.1124236252545825,0.16863543788187374,0.224847250509165,0.28105906313645623,0.3372708757637475,0.3934826883910387,0.44969450101833
0.9,0.13766666666666666,404,9,1941,646,0.9782082324455206,0.38476190476190475,0.5522898154477102,646,18.678240253915796,19.5446096989915,0.0,0.0,0.0,19380.0,0.9881628358042677,0.18409660514923673,0.11045796308954203,0.16568694463431305,0.22091592617908407,0.2761449077238551,0.3313738892686261,0.3866028708133971,0.44183185235816813
0.91,0.13433333333333333,395,8,1942,655,0.9801488833746899,0.3761904761904762,0.5437026841018582,655,18.928659846623724,19.77596269006818,0.0,0.0,0.0,19650.0,0.9886746270430634,0.18123422803395273,0.10874053682037164,0.16311080523055746,0.2174810736407433,0.2718513420509291,0.3262216104611149,0.3805918788713007,0.4349621472814866
0.92,0.13066666666666665,385,7,1943,665,0.9821428571428571,0.36666666666666664,0.5339805825242718,665,19.20988544579181,20.033993195170645,0.0,0.0,0.0,19950.0,0.9890740917542646,0.1779935275080906,0.10679611650485438,0.16019417475728154,0.21359223300970875,0.2669902912621359,0.3203883495145631,0.37378640776699024,0.4271844660194175
0.93,0.13,383,7,1943,667,0.982051282051282,0.3647619047619048,0.5319444444444444,667,19.265955644629646,20.083887683737288,0.0,0.0,0.0,20010.0,0.9891615660630363,0.17731481481481481,0.1063888888888889,0.15958333333333333,0.2127777777777778,0.2659722222222222,0.31916666666666665,0.3723611111111111,0.4255555555555556
0.94,0.12566666666666668,372,5,1945,678,0.986737400530504,0.35428571428571426,0.5213735108619482,678,19.573377695034914,20.375715680180804,0.0,0.0,0.0,20340.0,0.9896824591670976,0.17379117028731605,0.10427470217238964,0.15641205325858445,0.20854940434477928,0.2606867554309741,0.3128241065171689,0.3649614576033637,0.41709880868955856
0.95,0.12333333333333334,367,3,1947,683,0.9918918918918919,0.3495238095238095,0.5169014084507042,683,19.712588871040296,20.50656277459861,0.0,0.0,0.0,20490.0,0.9899402783646591,0.17230046948356806,0.10338028169014085,0.15507042253521125,0.2067605633802817,0.2584507042253521,0.3101408450704225,0.3618309859154929,0.4135211267605634
0.96,0.11933333333333333,356,2,1948,694,0.994413407821229,0.33904761904761904,0.5056818181818182,694,20.02021636317233,20.789616528367464,0.0,0.0,0.0,20820.0,0.9904274293981437,0.16856060606060608,0.10113636363636365,0.15170454545454545,0.2022727272727273,0.2528409090909091,0.3034090909090909,0.35397727272727275,0.4045454545454546
0.97,0.11133333333333334,334,0,1950,716,1.0,0.3180952380952381,0.4826589595375722,716,20.63823944760106,21.373779632350235,0.0,0.0,0.0,21480.0,0.9912251919104828,0.1608863198458574,0.09653179190751444,0.14479768786127165,0.1930635838150289,0.2413294797687861,0.2895953757225433,0.33786127167630053,0.3861271676300578
0.98,0.091,273,0,1950,777,1.0,0.26,0.41269841269841273,777,22.348869271365473,22.955883369433952,0.0,0.0,0.0,23310.0,0.9933388454888761,0.1375661375661376,0.08253968253968255,0.12380952380952381,0.1650793650793651,0.20634920634920637,0.24761904761904763,0.2888888888888889,0.3301587301587302
0.99,0.006,18,0,1950,1032,1.0,0.017142857142857144,0.033707865168539325,1032,29.494287049362285,29.539130081611248,0.0,0.0,0.0,30960.0,0.9997093415537168,0.011235955056179775,0.006741573033707865,0.010112359550561797,0.01348314606741573,0.016853932584269662,0.020224719101123594,0.023595505617977526,0.02696629213483146
1.0,0.0,0,0,1950,1050,0.0,0.0,0.0,1050,30.0,30.0,0.0,0.0,0.0,31500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
